gene_name,Asn_1,Asn_2,Asn_3,Nitrate_1,Nitrate_2,Nitrate_3,Ni_N1,Ni_N2,Ni_N3,Ni_SM1,Ni_SM2,Ni_SM3
Phatr3_J44388,423,367,480,208,287,248,359,337,479,1289,1291,2043
Phatr3_J5546,97,62,123,68,29,102,98,59,89,1328,1253,4971
Phatr3_J44390,778,143,532,598,635,89,520,952,1586,2265,2122,5452
Phatr3_J44391,557,489,772,452,573,432,663,538,830,1439,1796,3163
Phatr3_J44392,1829,1647,1927,1220,1494,783,1629,1779,2713,651,883,1096
Phatr3_J33814,24,20,50,19,30,56,29,11,40,32,62,136
Phatr3_J44393,3620,3261,3424,324,378,2119,392,328,610,283,388,577
Phatr3_J44394,2686,2087,2171,1149,1212,69,917,1143,2243,1046,1616,3273
Phatr3_J44395,2198,1647,1963,770,805,87,590,595,1525,302,652,874
Phatr3_J18940,651,398,765,574,543,438,548,447,791,234,325,348
Phatr3_J44397,870,676,1312,584,794,872,1156,813,1112,283,348,591
Phatr3_EG01606,1051,895,1644,841,708,517,980,879,1191,657,862,1885
Phatr3_J44398,1743,1876,2234,3145,2406,1344,2307,1806,2911,2456,2635,5865
Phatr3_J44399,7707,5897,10280,5036,5696,3079,6507,5928,7303,5589,5469,16636
Phatr3_J10821,577,751,766,716,922,161,903,663,836,500,649,891
Phatr3_EG01552,646,735,887,558,584,313,812,486,763,394,439,613
Phatr3_J44400,438,337,427,636,1001,232,698,1042,1483,237,302,705
Phatr3_J44401,534,399,659,803,1414,255,1093,1469,2308,228,241,646
Phatr3_J10779,621,660,653,514,972,406,957,708,1277,1199,1363,2787
Phatr3_J18945,1798,1772,2234,1241,2078,938,2419,2101,3272,525,699,863
Phatr3_J33827,941,735,1319,549,794,647,769,626,1071,595,651,850
Phatr3_J44404,333,275,457,218,240,250,241,298,422,1411,1460,2642
Phatr3_EG01608,595,458,755,517,373,356,482,427,590,1068,1063,3143
Phatr3_J44406,1249,966,1522,752,922,584,1283,980,1237,567,737,1591
Phatr3_J3687,490,557,879,301,379,306,543,374,587,457,437,1271
Phatr3_J26077,756,736,1076,736,764,801,1083,834,1165,773,903,2534
Phatr3_J33833,518,349,675,599,603,794,607,678,924,778,840,2455
Phatr3_J50796,2340,2261,2940,1897,1958,342,1775,2016,3039,1461,1672,3842
Phatr3_J11041,373,246,480,225,304,302,383,406,503,626,679,1572
Phatr3_J44411,3020,2470,4796,3418,3359,2155,4255,3264,4761,1868,2336,5671
Phatr3_J44412,484,338,831,437,256,377,308,283,376,695,577,2396
Phatr3_J44413,307,247,494,347,259,330,256,207,198,443,387,1876
Phatr3_J33839,3018,2814,2978,3150,4690,2046,4320,3953,6633,691,895,1368
Phatr3_J33840,5,0,8,20,29,32,43,34,50,406,334,1923
Phatr3_J10805,2801,1896,3431,2198,2138,2050,3399,2199,2722,4619,4702,11233
Phatr3_J33842,576,420,813,560,409,216,455,456,659,317,362,1008
Phatr3_J10677,1123,953,1380,784,1007,718,953,781,1152,3037,3318,8185
Phatr3_J33844,573,437,619,824,1225,492,928,967,1758,1347,1439,5491
Phatr3_J33845,117,39,105,153,218,22,85,124,287,918,870,2260
Phatr3_J44417,1345,803,1694,1082,1169,1028,1334,1253,1863,653,833,1632
Phatr3_J6254,815,664,1006,740,844,618,782,692,1059,776,967,1883
Phatr3_J779,4347,2514,5223,2395,2956,1831,3256,2974,3812,1382,1753,4301
Phatr3_J44420,1063,739,1231,919,1201,1012,1299,1226,1883,3082,3265,6498
Phatr3_J44421,1519,1229,2201,993,1198,1415,1368,1249,1766,1153,1193,2792
Phatr3_EG01601,307,361,341,136,286,75,302,279,400,191,161,289
Phatr3_J44423,741,534,875,879,1134,647,1306,858,1406,2957,3682,5515
Phatr3_J33853,281,224,338,201,262,213,271,243,337,383,330,790
Phatr3_J10896,1284,1000,1497,1177,1599,488,1913,1696,2493,838,865,2569
Phatr3_EG01545,13,39,20,16,75,12,90,22,38,61,54,414
Phatr3_J44425,1877,1241,2288,1261,1392,1122,1721,1624,2242,674,850,1341
Phatr3_J44426,875,760,1147,414,585,330,667,665,907,383,444,1205
Phatr3_EG02382,263,220,412,115,127,212,182,133,215,219,256,418
Phatr3_J44427,911,840,1104,660,897,579,839,902,1397,828,980,1708
Phatr3_J44428,5071,4992,9377,4820,4006,4322,5578,3393,5043,10480,13787,34020
Phatr3_J44429,1946,1856,2077,1798,1999,1128,2219,2345,3327,1182,1205,3714
Phatr3_J44430,1071,823,1224,1763,2011,986,1978,1725,2385,568,647,1504
Phatr3_J4266,1642,1084,1475,2004,2220,1366,1923,1693,2609,5684,6278,17386
Phatr3_J33864,402,412,431,503,593,339,801,542,943,283,352,719
Phatr3_EG02634,80,54,126,88,35,65,57,52,86,188,200,893
Phatr3_EG02633,75,52,110,69,74,61,113,80,106,163,223,523
Phatr3_EG02632,684,619,820,393,379,350,448,344,594,4301,4865,9665
Phatr3_J33867,866,724,864,431,524,495,513,431,901,1021,1181,2211
Phatr3_EG01554,230,159,334,101,118,126,133,109,186,191,208,798
Phatr3_J44434,541,395,784,411,325,431,384,427,553,702,788,1800
Phatr3_J5142,685,613,993,564,685,488,661,542,928,1051,1189,1865
Phatr3_J10824,6968,5340,7806,6610,7130,4203,7365,7710,11998,7258,7730,13808
Phatr3_J44437,1589,1164,1899,1144,1048,920,1614,1389,2238,1426,1366,2847
Phatr3_J44438,647,565,709,378,452,171,437,454,603,1028,1018,2674
Phatr3_J33873,52,42,58,20,11,35,22,18,20,123,126,497
Phatr3_J33874,162,93,145,107,173,73,130,161,259,743,817,1280
Phatr3_J44439,296,343,311,234,373,166,348,303,452,1442,1580,2850
EPrPhatr3G00000013088,0,0,0,2,0,0,0,0,0,2,2,4
EPrPhatr3G00000013139,0,0,0,0,0,0,0,0,0,0,0,0
PTsRNA00030a,0,0,0,0,0,0,0,0,0,0,0,0
PTsRNA00030b,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J33876,694,696,1048,649,969,757,894,818,1097,398,599,622
Phatr3_J44440,152,139,209,108,102,178,141,113,165,121,122,386
Phatr3_J44441,2983,2430,4289,1949,1743,1789,2761,1901,2522,1871,1959,6157
Phatr3_J44442,580,689,805,211,228,51,304,260,412,910,842,3227
Phatr3_EG02388,1400,1267,1959,795,1135,487,1100,1053,1494,2829,3027,7258
Phatr3_J11022,615,401,443,1623,2507,1933,2351,1525,2422,1895,2011,4222
Phatr3_EG02636,2052,1406,2547,1600,1542,1255,1950,1811,2461,3107,3463,8038
Phatr3_EG02635,3108,3415,4072,1457,2140,152,1950,1898,2948,741,833,1989
Phatr3_J33885,3133,3219,3702,3033,3661,1057,3868,3383,5059,1172,1678,2644
Phatr3_J10976,1352,1078,1321,1231,1323,827,1581,1565,2292,829,807,1806
Phatr3_EG02387,3148,2043,3361,1709,1615,1539,1737,1972,3347,998,1244,2038
Phatr3_EG02133,530,540,747,414,458,368,513,541,710,353,488,869
Phatr3_EG02129,1264,802,1396,855,763,472,917,1151,1556,1779,1702,5031
Phatr3_J44449,1694,1898,2016,815,1107,280,1099,909,1376,727,977,1783
Phatr3_J44450,947,601,733,1577,1880,493,1713,1945,2978,510,626,1203
Phatr3_J10847,4450,4589,4573,6076,9242,2771,8624,7132,12064,2332,2893,4886
Phatr3_J33892,205,203,344,203,248,124,304,198,340,494,522,1159
Phatr3_J33893,610,544,574,558,608,386,769,567,925,452,550,849
Phatr3_EG01592,106,122,166,92,115,158,178,81,172,186,240,353
Phatr3_J10666,1134,1278,1458,1191,1244,295,1151,1261,1990,775,935,2376
Phatr3_J44453,172,210,228,72,147,71,133,109,176,147,182,246
Phatr3_J33896,532,411,911,365,474,78,516,486,573,159,163,451
Phatr3_J44454,52,24,63,33,33,39,17,30,34,177,187,551
Phatr3_EG02135,476,455,770,231,247,257,333,271,418,391,416,1186
Phatr3_EG01550,895,779,1351,474,815,510,983,769,1049,640,794,1736
Phatr3_EG02128,1187,938,1394,678,876,579,1132,921,1017,769,905,1942
Phatr3_J33901,126,113,188,162,135,53,142,133,167,444,485,1342
Phatr3_J10781,3066,2198,3943,1417,1948,900,1950,1561,2275,1053,1263,3158
Phatr3_J44459,1637,1717,2433,1281,1719,488,1695,1649,2592,706,890,1296
Phatr3_J8521,913,746,1186,827,1042,727,1016,893,1277,1263,1238,2852
Phatr3_J44461,108,107,213,106,112,112,123,87,108,992,1134,3276
EPrPhatr3G00000013127,0,0,0,0,2,0,2,0,0,3,7,35
Phatr3_J44462,396,330,551,401,337,356,411,385,502,1225,1260,2375
Phatr3_J33907,618,612,813,386,596,341,593,520,825,210,201,523
Phatr3_J44463,529,451,689,412,508,299,514,500,671,485,567,952
Phatr3_J44464,1220,724,1567,798,748,885,1120,728,1099,429,436,972
Phatr3_EG01557,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG02390,5774,3807,7338,3313,3885,2672,4394,3724,4795,3394,3552,9743
Phatr3_J44466,422,306,510,221,325,390,333,352,591,262,356,462
Phatr3_J44468,1309,1092,1767,763,1118,694,1205,1102,1444,956,1023,2131
Phatr3_J33914,377,330,503,385,364,269,429,320,506,316,371,735
Phatr3_J33915,10,7,8,3,3,6,8,2,2,1,1,11
Phatr3_J33916,35,24,62,33,43,58,50,46,39,78,59,231
Phatr3_J44469,4984,2926,6259,3692,3678,3721,4860,3673,4746,1374,1505,4578
Phatr3_J10835,3075,3237,3601,1846,2861,556,2960,2653,4390,2900,2940,8741
Phatr3_J33920,2014,1095,1939,1841,3024,1422,2984,2748,4451,758,796,1878
Phatr3_J33921,391,329,388,431,747,542,674,649,862,362,460,780
Phatr3_J44472,1540,1284,2230,1793,1867,1500,2160,1526,2260,774,991,1596
Phatr3_J44473,947,783,1110,716,948,151,889,760,1074,424,417,1145
Phatr3_J44474,3541,2669,3843,2572,4085,2107,4249,3444,5484,1961,2141,3743
Phatr3_J19000,8456,9031,9623,10495,14942,10622,14049,11509,18325,2042,2461,4430
Phatr3_EG02638,3293,2599,4212,3254,3803,2587,3788,3399,4986,2015,2611,4937
